DATE,OPEN,HIGH,LOW,CLOSE
20030731,-2.01,-1.799,-1.309,-0.724
20030801,0.315,0.062,0.134,0.505
20030804,-1.123,-1.18,-0.71,-1.667
20030805,-0.865,-0.84,-1.579,-0.746
20030806,-1.708,-0.889,-0.186,-0.627
20030807,0.3,-0.437,-0.684,-0.628
20030808,-0.731,0.354,0.3,0.667
20030811,0.993,1.384,0.869,1.704
20030812,2.101,1.277,1.959,0.808
20030813,0.942,1.465,1.261,1.946
20030814,0.957,1.651,0.425,1.635
20030815,2.182,1.136,1.795,-0.506
20030818,-0.118,0.108,0.801,1.704
20030819,2.09,1.903,1.97,1.397
20030820,0.569,0.898,0.327,1.153
20030821,0.438,0.416,0.376,0.684
20030822,1.244,0.007,0.582,-0.79
20030825,-1.062,-0.453,-0.557,-0.044
20030826,-0.548,0.246,-0.335,0.543
20030827,1.373,0.566,0.996,-0.228
20030828,-0.223,-0.569,-0.813,-0.816
20030829,-0.11,0.062,0.906,1.151
20030901,0.814,2.923,0.963,3.109
20030902,2.554,0.734,2.235,0.186
20030903,1.058,0.601,-0.143,0.239
20030904,-0.284,-0.277,0.428,-0.644
20030905,-0.473,-0.707,-0.509,0.036
20030908,-1.094,0.166,-0.285,0.309
20030909,1.706,1.867,1.897,2.206
20030910,0.979,0.098,0.687,-0.604
20030911,-1.202,-1.746,-2.797,-2.897
20030912,-0.8,0.023,0.694,1.566
20030916,1.207,1.253,1.353,1.613
20030917,2.04,1.929,1.903,0.942
20030918,-0.657,-0.284,-0.873,0.392
20030919,1.697,0.833,0.63,-0.864
20030922,-2.417,-2.744,-4.93,-4.328
20030924,-3.098,-1.724,-0.433,0.259
20030925,-1.694,-2.859,-1.376,-1.848
20030926,-1.291,-0.053,-0.115,0.081
20030929,0.838,-0.552,-0.642,-0.865
20030930,-0.083,1.077,0.694,-0.103
20031001,-0.606,-0.573,-0.446,1.382
20031002,2.357,2.473,2.833,2.217
20031003,1.342,0.996,1.118,1.087
20031006,1.824,1.648,1.281,0.288
20031007,-0.481,-0.781,-0.206,0.744
20031008,-0.038,-0.208,-1.758,-2.604
20031009,-1.945,-1.859,-0.246,-0.102
20031010,0.183,2.363,0.799,2.389
20031014,2.832,1.639,2.737,1.659
20031015,1.137,-0.31,-0.061,-0.608
20031016,-0.731,0.25,-0.227,1.142
20031017,1.272,0.787,1.34,0.115
20031020,-0.624,0.884,-0.939,1.116
20031021,2.213,0.247,1.109,-1.173
20031022,-1.559,-1.595,-1.031,-1.295
20031023,-2.811,-2.813,-5.471,-5.226
20031024,-3.322,-2.576,-1.147,0.005
20031027,-0.403,0.027,1.587,1.139
20031028,1.241,1.032,1.029,1.017
20031029,1.544,1.868,1.863,1.673
20031030,0.463,-0.28,-0.138,-0.407
20031031,0.048,0.116,-1.11,-1.279
20031104,-0.134,0.88,1.624,2.694
20031105,1.14,-0.293,-0.237,-0.096
20031106,0.082,-0.114,-1.238,-2.667
20031107,-2.261,-1.711,-0.551,0.724
20031110,0.087,-0.221,0.017,-1.178
20031111,-1.758,-1.999,-3.584,-2.873
20031112,-1.503,-0.761,0.43,0.188
20031113,0.9,0.987,1.193,1.084
20031114,-0.068,-0.737,-1.11,-1.664
20031117,-2.55,-2.711,-4.093,-3.812
20031118,-2.889,-1.711,-0.8,1.12
20031119,0.134,-1.037,-0.665,-2.895
20031120,-0.84,0.804,0.406,2.578
20031121,0.844,0.051,1.077,-0.131
20031125,1.736,1.759,2.041,1.084
20031126,-0.106,0.963,0.061,1.837
20031127,1.886,0.116,1.095,0.183
20031128,-0.107,-0.287,-0.415,-0.62
20031201,-1.373,2.862,-1.219,2.953
20031202,4.366,1.08,4.556,0.066
20031203,-0.387,-0.636,-0.46,-0.808
20031204,-0.68,-0.343,0.131,0.998
20031205,0.624,0.069,-0.06,-0.543
20031208,-1.211,-1.571,-3.146,-3.214
20031209,-1.707,-1.321,-0.089,0.783
20031210,-0.537,-1.044,-1.467,-2.134
20031211,-0.805,0.347,0.932,1.647
20031212,1.662,1.379,1.343,0.934
20031215,1.65,2.535,2.182,3.109
20031216,0.423,-1.331,-0.832,-2.111
20031217,-0.735,-0.698,-1.623,-1.758
20031218,-1.761,-1.04,0.148,0.112
20031219,1.171,1.29,1.38,1.771
20031222,0.323,0.779,0.346,0.852
20031224,1.444,0.133,0.754,-0.012
20031225,-0.483,-0.314,-0.141,-0.057
20031226,0.187,0.479,0.237,0.501
20031229,0.841,1.501,1.141,0.796
20031230,1.546,1.001,1.471,1.662
20040105,1.59,1.681,1.648,1.382
20040106,1.204,0.761,0.044,-0.103
20040107,-0.759,-0.856,-0.747,-0.521
20040108,-0.694,0.336,0.163,0.739
20040109,1.58,1.096,1.237,1.169
20040113,0.304,-0.391,-0.655,-1.058
20040114,-1.543,-0.754,-0.557,0.123
20040115,0.531,-0.014,-0.61,-1.838
20040116,-1.261,-0.226,0.469,1.785
20040119,2.016,1.709,1.865,1.636
20040120,1.069,1.343,0.569,0.603
20040121,0.01,-0.269,0.211,-0.911
20040122,0.038,-0.435,-0.045,-0.015
20040123,-0.53,0.218,-0.547,0.619
20040126,0.023,-1.138,-0.593,-0.875
20040127,0.405,0.561,0.401,-0.407
20040128,-1.869,-1.582,-1.077,-0.694
20040129,-0.826,-1.063,-1.239,-0.675
20040130,0.06,0.483,0.587,0.039
20040202,0.214,0.217,0.335,-0.064
20040203,0.022,-0.565,-2.421,-1.259
20040204,-1.613,-1.62,-0.852,-1.846
20040205,-2.256,-1.411,-0.422,0.166
20040206,1.021,0.228,0.236,-0.035
20040209,0.466,0.887,-0.388,-0.559
20040210,-1.1,-1.287,-0.578,-0.358
20040212,0.309,0.919,1.448,0.901
20040213,-0.131,0.148,-0.351,0.937
20040216,1.232,0.425,1.159,-0.085
20040217,-0.093,0.971,-0.049,1.434
20040218,1.908,0.714,1.392,-0.228
20040219,-0.131,0.138,0.436,0.719
20040220,-0.015,-0.438,-0.441,-0.308
20040223,0.012,1.179,0.563,1.374
20040224,0.713,-0.339,-0.999,-2.09
20040225,-1.821,-1.196,-0.112,0.137
20040226,1.008,0.815,0.686,1.458
20040227,1.097,2.321,1.493,2.074
20040301,2.367,2.319,2.232,2.054
20040302,2.068,0.506,1.661,0.799
20040303,0.184,0.382,0.332,-0.084
20040304,-0.209,0.444,0.15,0.438
20040305,1.179,0.49,0.657,1.181
20040308,0.881,0.915,0.796,-0.299
20040309,-1.019,-0.961,-0.556,0.253
20040310,0.258,-0.343,-0.747,-0.86
20040311,-1.58,-1.205,-1.035,-1.198
20040312,-1.304,-1.45,-1.715,-1.196
20040315,1.076,1.393,2.08,1.38
20040316,-0.274,-0.329,-0.37,-0.67
20040317,0.39,1.468,0.542,1.716
20040318,2.396,1.465,1.362,0.414
20040319,-1.351,-1.383,-0.772,-0.574
20040322,-0.737,-1.191,-0.702,-0.88
20040323,-1.166,-0.212,-1.907,-0.331
20040324,0.846,0.503,1.462,0.741
20040325,1.194,1.276,1.685,1.449
20040326,1.63,2.156,1.614,2.058
20040329,1.333,0.518,0.527,-0.446
20040330,0.418,0.216,0.037,-0.21
20040331,-0.92,-0.72,-0.725,0.185
20040401,0.337,0.253,0.479,-0.273
20040402,-0.249,0.256,0.573,1.128
20040405,1.879,1.342,1.853,1.198
20040406,0.781,0.761,0.025,1.01
20040407,-0.213,0.017,0.53,-0.499
20040408,-0.035,0.178,-0.329,0.605
20040409,-0.004,-0.884,-0.833,-1.626
20040412,-0.72,0.601,0.539,1.213
20040413,1.775,0.708,1.419,0.704
20040414,-0.625,-0.302,-0.518,-0.245
20040415,0.443,0.458,-2.219,-2.492
20040416,-2.507,-2.707,-0.683,0.205
20040419,0.31,-0.027,-0.571,-0.512
20040420,-0.28,1.479,1.235,1.586
20040421,1.03,-0.305,0.959,-0.067
20040422,0.686,0.605,0.599,0.299
20040423,0.204,0.385,0.521,1.166
20040426,0.7,0.617,0.668,0.356
20040427,-0.167,-0.663,-0.584,-0.983
20040428,-0.313,-0.245,-0.466,-0.338
20040430,-1.795,-1.863,-2.686,-2.041
20040506,-0.718,-0.652,-0.846,-1.632
20040507,-2.406,-1.739,-1.002,-1.152
20040510,-0.991,-1.648,-5.387,-4.965
20040511,-4.8,-3.777,-0.451,0.206
20040512,1.529,1.689,1.788,2.234
20040513,0.58,-0.68,-1.464,-2.989
20040514,-2.145,-1.296,-0.794,0.226
20040517,-0.516,-1.365,-2.352,-3.227
20040518,-2.416,-0.741,0.33,1.942
20040519,2.292,2.599,1.805,2.368
20040520,1.581,0.477,0.414,-0.968
20040521,-0.542,0.278,1.029,1.899
20040524,1.863,0.844,1.563,0.283
20040525,-0.209,-0.888,-1.054,-1.257
20040526,0.215,1.277,1.511,1.711
20040527,0.615,0.051,0.228,0.125
20040528,0.922,1.116,1.223,1.277
20040531,0.191,-0.426,-1.388,-0.649
20040601,-0.748,0.365,0.622,0.536
20040602,0.698,-0.489,0.131,-0.483
20040603,-0.064,0.665,-1.997,-1.934
20040604,-1.959,-2.05,0.489,0.912
20040607,1.396,3.163,1.758,2.764
20040608,2.825,0.495,2.121,0.714
20040609,-0.167,-0.187,-0.296,-0.629
20040610,-1.191,0.896,-0.454,1.096
20040611,1.885,0.112,1.043,-0.425
20040614,-0.859,-0.128,-0.098,-0.305
20040615,-0.337,-1.211,-1.103,-0.909
20040616,0.308,1.646,1.252,2.206
20040617,1.192,-0.207,0.154,-0.291
20040618,-0.669,-0.811,-1.753,-1.965
20040621,-0.68,1.494,1.442,1.898
20040622,0.63,-1.269,-0.02,-0.163
20040623,0.822,0.839,0.652,-0.006
20040624,0.089,0.558,0.881,1.403
20040625,0.773,0.308,0.101,0.308
20040628,0.501,0.876,0.969,0.876
20040629,0.127,0.012,0.114,-0.196
20040630,0.447,0.021,0.169,-0.016
20040701,0.533,0.839,0.688,0.313
20040702,-1.28,-1.738,-1.668,-1.478
20040705,-1.356,-1.133,-1.564,-1.546
20040706,-0.746,-0.363,-0.315,-0.577
20040707,-1.544,-1.54,-1.971,-0.791
20040708,0.114,-0.157,0.25,-0.552
20040709,-0.789,0.334,0.031,0.891
20040712,2.186,1.297,1.679,1.38
20040713,0.099,0.084,0.236,0.227
20040714,1.029,0.476,-1.265,-2.194
20040715,-2.167,-1.939,-0.359,0.461
20040716,-0.753,0.306,-0.644,0.235
20040720,-0.085,-1.377,-0.459,-1.565
20040721,0.151,1.017,1.198,1.547
20040722,-0.218,-1.084,-0.875,-1.31
20040723,-0.417,-0.41,-0.513,-0.87
20040726,-1.463,-0.934,-0.943,-0.249
20040727,0.238,0.19,-0.338,-1.154
20040728,0.065,0.493,0.944,1.555
20040729,0.482,-0.417,-1.03,-0.784
20040730,0.213,1.214,1.723,1.862
20040802,0.563,-0.409,-0.433,-0.918
20040803,-0.392,-0.185,-0.533,-0.73
20040804,-1.37,-1.557,-1.944,-1.179
20040805,-0.157,0.178,0.846,0.461
20040806,-1.05,-1.18,-0.792,-0.802
20040809,-1.075,-0.53,-1.454,-0.584
20040810,0.204,0.508,1.04,0.41
20040811,1.827,0.946,1.349,0.872
20040812,-0.405,0.138,0.073,-0.194
20040813,-0.946,-1.71,-2.279,-2.487
20040816,-1.596,-1.6,-1.984,-0.647
20040817,0.402,0.67,1.504,0.356
20040818,-0.441,-0.263,-0.436,0.449
20040819,1.27,1.24,1.596,1.193
20040820,-0.026,0.276,0.059,-0.132
20040823,0.942,0.626,1.017,0.657
20040824,0.152,0.077,-0.464,0.222
20040825,-0.174,1.152,0.342,1.309
20040826,2.137,0.735,1.517,-0.006
20040827,-0.43,-0.146,0.057,0.719
20040830,0.296,0.149,0.187,-0.224
20040831,-0.557,-0.644,-0.78,-0.923
20040901,-0.129,0.136,0.543,0.41
20040902,0.668,0.189,-0.041,0.228
20040903,0.025,-0.033,-0.764,-1.175
20040906,-0.857,0.744,0.398,1.993
20040907,1.687,0.369,1.521,0.484
20040908,0.617,0.404,0.389,-0.175
20040909,-0.607,-0.243,-1.113,-0.964
20040910,-1.669,-2.144,-1.681,-0.788
20040913,0.45,1.503,1.548,1.521
20040914,1.539,0.837,1.28,0.377
20040915,-0.302,-0.589,-1.033,-1.22
20040916,-1.663,-0.963,-0.618,-0.172
20040917,0.354,-0.288,-0.395,-0.512
20040921,0.145,0.05,0.125,-0.015
20040922,-0.332,-0.14,-0.873,-0.556
20040924,-1.608,-1.826,-1.261,-1.134
20040927,-0.648,-0.421,-0.406,-0.329
20040928,-0.532,-0.61,-0.416,-0.404
20040929,0.629,0.48,0.302,-0.273
20040930,-0.034,0.498,0.494,0.347
20041001,0.211,0.538,0.641,1.482
20041004,1.984,2.654,1.926,2.645
20041005,1.303,0.195,1.227,0.02
20041006,-0.317,0.91,-0.211,0.914
20041007,1.573,0.02,1.053,-0.271
20041008,-0.775,-0.352,-0.304,-0.046
20041012,-0.145,-0.437,-1.07,-1.309
20041013,-0.529,-0.123,0.121,-0.052
20041014,-0.758,-1.392,-1.464,-1.455
20041015,-1.722,-1.219,-1.094,-0.466
20041018,0.563,0.06,0.012,-0.158
20041019,0.057,0.766,1.002,0.901
20041020,-0.326,-1.035,-1.559,-1.665
20041021,-1.01,-0.833,-0.933,-0.858
20041022,-0.306,-0.083,0.539,0.627
20041025,-1.204,-1.604,-2.206,-1.84
20041026,-0.623,-0.327,0.485,0.125
20041027,0.825,0.871,0.287,0.182
20041028,0.635,1.086,1.314,1.496
20041029,-0.037,-0.829,-0.735,-0.756
20041101,-0.688,-0.649,-0.263,-0.341
20041102,0.409,1.484,0.783,1.416
20041104,1.982,1,1.577,0.535
20041105,0.448,0.764,0.7,1.05
20041108,0.501,0.062,-0.444,-0.707
20041109,-1.163,-0.506,-0.267,-0.173
20041110,0.05,-0.093,0.19,0.274
20041111,0.448,0.164,-1.108,-1.356
20041112,-1.651,-0.194,-0.034,1.583
20041115,2.169,1.835,2.12,1.866
20041116,1.394,0.335,0.628,-0.588
20041117,-0.918,-0.681,-0.147,-0.273
20041118,0.449,0.383,-0.581,-0.44
20041119,-0.548,-0.687,0.13,0.004
20041122,-1.491,-1.827,-2.816,-2.129
20041124,-1.142,-0.377,0.543,0.211
20041125,0.194,-0.136,-0.091,0.257
20041126,0.655,0.248,-0.017,-0.613
20041129,-0.736,0.783,0.258,1.322
20041130,0.597,-0.818,-0.028,-0.719
20041201,-1.095,-1.135,-1.11,-1.061
20041202,1.217,1.79,1.768,1.736
20041203,1.289,1.011,1.335,0.924
20041206,-0.39,-0.725,-0.909,-0.843
20041207,-0.454,-0.229,-0.877,-0.991
20041208,-1.495,-0.48,-0.511,0.621
20041209,1.126,-0.165,-0.61,-1.517
20041210,-1.851,-0.939,-0.115,-0.184
20041213,0.878,0.241,0.513,0.301
20041214,0.164,0.798,0.331,1.164
20041215,1.009,0.531,0.923,0.374
20041216,-0.397,-0.179,-0.458,-0.293
20041217,0.274,1.362,0.46,1.399
20041220,1.221,-0.015,1.047,0.226
20041221,0.466,0.516,0.798,0.202
20041222,0.723,0.477,0.613,0.748
20041224,0.858,1.148,0.967,1.382
20041227,0.636,0.115,0.203,-0.028
20041228,-0.53,0.36,-0.098,0.542
20041229,1.465,0.67,0.592,-0.373
20041230,-0.166,-0.102,0.643,0.937
20050104,-0.035,0.501,-0.204,0.252
20050105,0.006,-0.747,-0.128,-0.699
20050106,-0.758,0.272,-0.393,0.477
20050107,1.365,0.316,0.526,-0.515
20050111,-0.289,0.45,0.552,0.929
20050112,0.366,-0.275,-0.401,-0.753
20050113,-1.209,-1.081,-0.828,-0.834
20050114,-0.503,0.58,-0.305,0.703
20050117,1.169,0.388,1.171,0.425
20050118,0.252,-0.23,-0.46,-0.557
20050119,-0.317,-0.195,-0.043,-0.157
20050120,-1.163,-1.33,-1.211,-1.063
20050121,-0.967,-0.398,-0.329,-0.412
20050124,-0.116,0.116,-0.086,0.454
20050125,0.432,-0.233,0.018,-0.111
20050126,0.754,0.906,1.019,0.88
20050127,0.381,0.092,-0.116,-0.31
20050128,-0.49,-0.438,-0.865,-0.183
20050131,-0.331,1.116,0.42,0.59
20050201,1.101,-0.397,0.566,-0.028
20050202,0.09,0.221,0.612,0.2
20050203,-0.013,-0.027,-0.485,-0.156
20050204,-0.433,-0.536,-0.649,-0.255
20050207,0.101,1.294,0.978,1.22
20050208,0.97,-0.106,0.723,-0.082
20050209,0.137,0.166,-0.056,-0.149
20050210,-0.741,0.135,-0.376,0.697
20050214,1.816,1.066,1.835,0.678
20050215,0.037,-0.011,0.079,0.123
20050216,-0.163,0.074,-0.432,-0.385
20050217,-0.395,-0.401,-0.098,-0.164
20050218,-0.181,0.188,-0.096,0.666
20050221,1.026,0.26,0.759,-0.078
20050222,-0.392,-0.334,-0.508,-0.459
20050223,-1.086,-1.215,-1.212,-0.844
20050224,0.027,0.408,0.477,0.269
20050225,0.623,1.027,0.678,1.096
20050228,1.339,0.663,1.021,0.704
20050301,-0.067,0.218,0.132,0.34
20050302,0.601,0.433,0.518,0.281
20050303,-0.118,0.209,0.087,0.361
20050304,0.211,0.215,-0.18,0.14
20050307,1.011,0.784,1.25,0.44
20050308,0.009,-0.323,-0.327,-0.323
20050309,-0.458,0.25,0.028,0.669
20050310,0.085,-0.063,-0.158,-0.854
20050311,-0.458,0.042,-0.215,0.496
20050314,0.919,-0.075,0.103,-0.619
20050315,-0.403,-0.356,-0.551,-0.246
20050316,-0.649,-0.333,0.067,0.44
20050317,-0.307,-0.55,-0.323,-0.826
20050318,0.054,0.965,0.306,0.882
20050322,0.634,-0.281,0.339,-0.319
20050323,-0.366,-0.55,-1.274,-0.872
20050324,-0.703,-0.039,0.215,0.058
20050325,0.404,-0.141,0.226,0.129
20050328,-0.671,0.119,-0.196,0.265
20050329,0.849,-0.06,-1.26,-1.646
20050330,-2.233,-1.718,-0.488,-0.293
20050331,0.64,0.52,0.726,0.887
20050401,-0.281,0.467,-0.29,0.467
20050404,0.652,-0.192,0.823,-0.48
20050405,0.254,0.728,0.371,0.911
20050406,0.748,0.462,0.552,0.448
20050407,0.548,0.061,-0.024,-0.137
20050408,0.157,0.534,0.693,0.538
20050411,-0.162,-0.539,-0.804,-1.093
20050412,-0.923,-0.711,-0.745,-0.643
20050413,-0.434,-0.385,-0.47,-0.281
20050414,-0.941,-1.187,-1.11,-0.641
20050415,-1.004,-1.019,-1.149,-1.679
20050418,-2.111,-2.111,-3.801,-3.876
20050419,-1.833,-1.263,0.419,1.158
20050420,1.389,1.046,0.78,0.205
20050421,-2.017,-1.784,-2.583,-0.944
20050422,1.503,1.208,2.525,0.559
20050425,-0.466,-0.185,-0.23,0.252
20050426,0.188,-0.259,-0.006,-0.343
20050427,-1.061,-0.573,-0.467,-0.276
20050428,0.094,-0.123,-0.694,0.032
20050502,-0.227,0.245,0.195,-0.062
20050506,1.5,1.406,1.774,1.713
20050509,0.711,0.062,0.091,-0.186
20050510,-0.053,0.109,0.05,-0.106
20050511,-0.915,-0.812,-0.783,-0.348
20050512,0.242,0.133,0.284,-0.385
20050513,-0.663,-0.292,-0.47,-0.261
20050516,0.005,-0.49,-0.749,-0.926
20050517,0.009,0.162,-1.353,-1.119
20050518,-1.806,-1.595,0.304,0.093
20050519,1.142,1.916,1.209,2.207
20050520,1.187,0.072,0.744,-0.361
20050523,-0.282,0.477,0.2,1.094
20050524,1.003,0.319,0.407,-0.224
20050525,-0.514,-0.639,-1.028,-1.077
20050526,-0.93,-0.726,-0.087,0.123
20050527,0.668,1.304,1,1.48
20050530,0.924,0.98,0.974,0.659
20050531,0.645,-0.046,0.211,0.091
20050601,-0.47,0.286,-0.008,0.47
20050602,1.072,0.397,0.529,-0.439
20050603,-0.344,-0.5,-0.412,0.177
20050606,-0.624,-0.419,-0.438,-0.261
20050607,0.004,-0.11,-0.049,-0.473
20050608,0.019,0.568,0.453,0.565
20050609,0.477,-0.248,-0.728,-1.071
20050610,-0.854,0.327,0.229,1.276
20050613,1.028,0.356,1.12,0.064
20050614,0.352,-0.073,0.236,0.216
20050615,0.15,0.583,0.259,0.703
20050616,0.477,0.285,0.265,0.004
20050617,0.458,0.448,0.677,0.852
20050620,0.581,0.218,-0.071,-0.267
20050621,-0.564,-0.243,0.079,0.047
20050622,0.112,0.428,-0.164,0.508
20050623,0.455,0.14,0.743,0.255
20050624,-0.513,-0.344,-0.506,-0.344
20050627,-0.303,-0.795,-0.819,-1.07
20050628,-0.211,0.643,0.306,0.868
20050629,1.273,0.65,1.161,0.551
20050630,0.052,-0.043,-0.041,0.057
20050701,-0.004,0.637,-0.013,0.397
20050704,0.782,0.005,0.762,0.184
20050705,-0.163,-0.051,-0.193,-0.3
20050706,0.024,0.154,-0.028,-0.113
20050707,-0.533,-0.631,-0.311,-0.115
20050708,-0.192,0.434,-0.032,-0.209
20050711,0.974,0.512,0.903,0.936
20050712,0.515,0.215,0.036,0.149
20050713,-0.269,-0.259,-0.114,-0.277
20050714,0.082,0.652,0.478,0.892
20050715,0.936,0.371,0.368,-0.047
20050719,-0.543,-0.489,-0.227,0.052
20050720,0.162,0.394,0.249,0.208
20050721,0.236,0.424,0.217,-0.022
20050722,-0.481,-0.967,-1.164,-0.781
20050725,-0.257,0.248,0.584,0.576
20050726,0.349,-0.081,0.003,-0.21
20050727,0.067,0.643,0.439,0.824
20050728,0.941,0.347,0.703,0.196
20050729,0.157,0.199,-0.226,0.348
20050801,0.058,0.497,0.667,0.397
20050802,0.392,0.078,0.125,-0.056
20050803,0.282,0.228,0.247,0.348
20050804,-0.358,-0.538,-1.069,-0.825
20050805,-0.866,-0.687,-0.837,-0.988
20050808,-1.458,-0.58,-0.942,0.106
20050809,1.079,1.374,1.56,1.025
20050810,1.672,1.499,1.634,1.648
20050811,1.504,1.196,1.455,1.357
20050812,0.803,0.322,0.497,-0.013
20050815,-0.177,-0.128,0.069,-0.042
20050816,0.571,0.229,0.333,0.481
20050817,-0.308,0.266,-0.053,-0.346
20050818,0.292,-0.002,0.179,0.279
20050819,-0.374,-0.631,-0.598,-0.127
20050822,0.438,1.511,0.906,1.3
20050823,1.458,1.063,1.147,0.164
20050824,-0.724,-0.768,-0.453,0.235
20050825,0.174,-0.391,-0.122,-0.78
20050826,0.119,0.127,-0.132,0.276
20050829,-0.574,-0.771,-0.894,-1.048
20050830,0.199,0.566,0.983,1.157
20050831,0.138,-0.105,-0.02,-0.318
20050901,0.584,1.032,0.866,0.749
20050902,0.562,0.214,0.343,0.741
20050905,0.353,0.437,0.287,0.276
20050906,0.556,0.591,0.007,-0.281
20050907,-0.03,-0.373,-0.051,0.065
20050908,-0.647,-0.647,-0.61,-0.586
20050909,-0.311,0.72,0.463,1.254
20050912,2.198,1.831,2.03,1.598
20050913,0.429,0.109,0.259,0.043
20050914,-0.378,-0.536,-0.127,-0.526
20050915,-0.233,0.891,-0.189,1.181
20050916,1.351,0.048,0.638,-0.217
20050920,-0.004,1.273,0.795,1.455
20050921,1.452,0.576,0.897,0.364
20050922,-0.462,-0.493,-0.14,-0.282
20050926,0.823,1.674,1.056,1.757
20050927,1.059,-0.147,0.4,-0.619
20050928,-0.469,0.855,0.182,0.941
20050929,1.552,0.955,1.005,1.341
20050930,1.189,0.448,0.728,-0.316
20051003,-0.817,-0.688,-0.626,-0.362
20051004,0.23,1.129,1.023,1.567
20051005,1.202,0.325,0.462,-0.357
20051006,-1.517,-1.676,-2.748,-2.443
20051007,-2.052,-1.655,-0.487,-0.991
20051011,0.008,1.671,0.155,2.457
20051012,2.127,1.081,1.662,-0.688
20051013,-1.32,-1.679,-1.472,-0.108
20051014,1.434,0.78,0.713,-0.214
20051017,-0.703,-0.522,-0.152,-0.151
20051018,-0.819,-0.511,-0.148,-0.359
20051019,-0.589,-1.023,-1.883,-1.682
20051020,-0.571,-0.305,0.781,0.463
20051021,-1.186,-0.161,-1.373,0.072
20051024,1.266,0.009,0.665,-0.713
20051025,-0.034,0.695,1.034,1.322
20051026,0.479,0.52,0.502,0.858
20051027,1.117,0.706,0.765,0.165
20051028,-0.715,-0.951,-0.861,-0.527
20051031,0.859,1.728,1.371,1.929
20051101,1.9,1.903,1.843,1.903
20051102,1.065,0.429,0.738,0.194
20051104,1.258,1.227,1.232,1.296
20051107,0.309,-0.013,0.027,-0.102
20051108,-0.116,-0.184,0.001,-0.177
20051109,-0.559,0.457,-0.225,0.252
20051110,0.492,-0.102,0.219,0.062
20051111,0.794,0.596,1.081,0.525
20051114,0.341,0.089,-0.201,-0.276
20051115,-1.052,-0.539,-0.441,-0.172
20051116,-0.243,0.202,-0.198,0.56
20051117,1.113,1.942,1.092,1.686
20051118,2.436,1.27,2.601,1.456
20051121,1.206,1.188,0.328,0.391
20051122,0.046,-0.304,0.407,0.19
20051124,0.614,0.7,0.487,0.233
20051125,-0.833,-0.558,-0.739,0.283
20051128,1.041,1.361,1.417,1.361
20051129,0.357,0.054,0.312,-0.396
20051130,0.54,0.121,0.028,-0.373
20051201,-0.445,0.778,0.054,1.722
20051202,2.371,1.906,2.425,1.906
20051205,0.918,0.915,0.877,0.838
20051206,0.68,0.06,0.284,-0.826
20051207,0.011,-0.093,0.287,0.397
20051208,-0.321,-0.226,-1.856,-1.965
20051209,-2.241,-0.491,-0.437,1.443
20051212,2.75,2.037,2.813,2.149
20051213,1.308,0.11,0.754,0.255
20051214,0.403,0.652,-1.407,-2.012
20051215,-2.832,-2.655,-1.255,-1.368
20051216,-1.008,-0.674,-1.047,-0.535
20051219,0.198,0.169,0.663,1.429
20051220,0.891,1.651,1.109,1.61
20051221,2.086,2.29,2.23,2.002
20051222,1.659,-0.118,0.304,-0.102
20051226,0.323,0.733,1.677,1.038
20051227,0.039,-0.185,-0.397,-0.862
20051228,-0.709,0.715,-0.323,1.4
20051229,2.032,1.538,2.086,0.919
20051230,1.012,-0.197,-0.836,-1.434
20060104,-0.722,-0.315,0.861,1.54
20060105,0.896,0.688,0.722,0.389
20060106,-0.201,0.031,-0.294,0.017
20060110,0.479,0.046,-1.209,-1.867
20060111,-1.973,-0.752,-0.741,1.473
20060112,1.606,0.666,1.889,0.497
20060113,0.168,0.105,0.445,0.059
20060116,-0.575,-0.624,-0.992,-1.142
20060117,-1.279,-0.388,-2.596,-2.882
20060118,-2.676,-3.735,-4.838,-2.985
20060119,-2.115,0.096,2.214,2.288
20060120,2.884,0.851,1.298,0.003
20060123,-2.231,-1.975,-1.844,-2.164
20060124,-0.172,0.77,1.024,1.859
20060125,1.634,1.043,1.161,0.013
20060126,0.368,0.261,0.725,1.522
20060127,1.859,3.522,1.979,3.522
20060130,3.279,1.77,2.813,0.549
20060131,-0.072,-0.214,0.136,0.594
20060201,-0.054,-0.281,-0.492,-1.025
20060202,0.227,0.385,0.794,1.389
20060203,-0.219,-0.426,-0.263,-0.305
20060206,0.84,0.671,0.062,0.528
20060207,0.191,-0.048,0.618,-0.16
20060208,-0.948,-0.517,-2.479,-2.718
20060209,-1,-0.857,0.483,1.021
20060210,0.49,-0.091,-1.606,-1.112
20060213,-2.039,-2.039,-1.334,-2.366
20060214,-2.165,-0.044,-1.177,1.916
20060215,2.848,0.787,1.524,-1.57
20060216,-2.494,-1.256,-0.572,0.693
20060217,1.108,0.129,-0.883,-2.08
20060220,-2.889,-2.945,-2.014,-1.769
20060221,-0.114,1.477,1.189,2.917
20060222,1.777,0.176,0.68,-0.714
20060223,0.165,1.081,1.347,1.972
20060224,0.788,0.137,0.343,0.036
20060227,0.755,1.062,1.099,0.564
20060228,0.386,-0.372,-1.06,0.077
20060301,-1.19,-1.093,-0.268,-1.498
20060302,0.261,0.329,-0.195,-0.343
20060303,-1.463,-1.306,-1.402,-1.561
20060306,-1.059,0.024,-0.312,1.507
20060307,1.243,-0.23,0.437,-1.108
20060308,-1.312,-0.911,-0.8,-0.629
20060309,-0.08,2.071,0.591,2.586
