DATE,OPEN,HIGH,LOW,CLOSE,DOW,JPY,UST10
20050602,1.072,0.397,0.529,-0.439,0.784,0.138,-2.412
20050603,-0.344,-0.5,-0.412,0.177,0.034,-0.378,0.487
20050606,-0.624,-0.419,-0.438,-0.261,-0.881,-0.593,1.774
20050607,0.004,-0.11,-0.049,-0.473,0.058,-0.69,-0.63
20050608,0.019,0.568,0.453,0.565,0.153,-0.253,-1.246
20050609,0.477,-0.248,-0.728,-1.071,-0.059,0.561,0.917
20050610,-0.854,0.327,0.229,1.276,0.249,0.149,0.279
20050613,1.028,0.356,1.12,0.064,0.091,1.194,2.572
20050614,0.352,-0.073,0.236,0.216,0.094,0.779,0.859
20050615,0.15,0.583,0.259,0.703,0.237,-0.037,0.512
20050616,0.477,0.285,0.265,0.004,0.178,-0.265,-0.049
20050617,0.458,0.448,0.677,0.852,0.116,-0.257,-0.978
20050620,0.581,0.218,-0.071,-0.267,0.419,-0.35,0.074
20050621,-0.564,-0.243,0.079,0.047,-0.131,0.689,1.05
20050622,0.112,0.428,-0.164,0.508,-0.089,-1.002,-1.715
20050623,0.455,0.14,0.743,0.255,-0.111,0.617,-2.527
20050624,-0.513,-0.344,-0.506,-0.344,-1.585,0.046,0.278
20050627,-0.303,-0.795,-0.819,-1.07,-1.193,0.138,-0.965
20050628,-0.211,0.643,0.306,0.868,-0.069,0.165,-0.255
20050629,1.273,0.65,1.161,0.551,1.11,0.593,1.649
20050630,0.052,-0.043,-0.041,0.057,-0.3,0.472,0.302
20050701,-0.004,0.637,-0.013,0.397,-0.964,0.362,-1.695
20050704,0.782,0.005,0.762,0.184,0.277,0.845,3.313
20050705,-0.163,-0.051,-0.193,-0.3,0.331,-0.125,0.738
20050706,0.024,0.154,-0.028,-0.113,0.33,0.072,0.732
20050707,-0.533,-0.631,-0.311,-0.115,-0.98,0.429,-0.904
20050708,-0.192,0.434,-0.032,-0.209,0.307,-0.134,-0.197
20050711,0.974,0.512,0.903,0.936,1.415,0.205,0.711
20050712,0.515,0.215,0.036,0.149,0.673,-0.42,0.098
20050713,-0.269,-0.259,-0.114,-0.277,-0.055,-0.89,1.237
20050714,0.082,0.652,0.478,0.892,0.413,0.961,0.241
20050715,0.936,0.371,0.368,-0.047,0.675,0.437,0.456
20050719,-0.543,-0.489,-0.227,0.052,0.112,-0.116,-0.192
20050720,0.162,0.394,0.249,0.208,0.054,0.436,0.287
20050721,0.236,0.424,0.217,-0.022,0.399,0.16,-0.599
20050722,-0.481,-0.967,-1.164,-0.781,-0.576,-2.312,2.985
20050725,-0.257,0.248,0.584,0.576,0.22,0.965,-1.458
20050726,0.349,-0.081,0.003,-0.21,-0.515,0.027,0.661
20050727,0.067,0.643,0.439,0.824,-0.158,1.027,-0.472
20050728,0.941,0.347,0.703,0.196,0.54,-0.151,0.613
20050729,0.157,0.199,-0.226,0.348,0.642,-0.223,-1.444
20050801,0.058,0.497,0.667,0.397,-0.606,0.365,2.099
20050802,0.392,0.078,0.125,-0.056,-0.167,-0.267,0.744
20050803,0.282,0.228,0.247,0.348,0.569,-0.76,0.555
20050804,-0.358,-0.538,-1.069,-0.825,0.13,-0.306,-1.019
20050805,-0.866,-0.687,-0.837,-0.988,-0.821,0.144,0.511
20050808,-1.458,-0.58,-0.942,0.106,-0.492,0.61,1.699
20050809,1.079,1.374,1.56,1.025,-0.2,0.241,0.771
20050810,1.672,1.499,1.634,1.648,0.745,-0.178,-0.771
20050811,1.504,1.196,1.455,1.357,-0.2,-1.213,0.091
20050812,0.803,0.322,0.497,-0.013,0.86,-0.945,-1.559
20050815,-0.177,-0.128,0.069,-0.042,-0.804,-0.192,-1.866
20050816,0.571,0.229,0.333,0.481,0.321,-0.128,0.961
20050817,-0.308,0.266,-0.053,-0.346,-1.144,0.311,-1.788
20050818,0.292,-0.002,0.179,0.279,0.354,0.264,1.461
20050819,-0.374,-0.631,-0.598,-0.127,0.04,0.617,-1.627
20050822,0.438,1.511,0.906,1.3,0.041,-0.036,0.119
20050823,1.458,1.063,1.147,0.164,0.101,-0.663,0.047
20050824,-0.724,-0.768,-0.453,0.235,-0.477,0.164,-0.691
20050825,0.174,-0.391,-0.122,-0.78,-0.809,0.2,-0.311
20050826,0.119,0.127,-0.132,0.276,0.151,-0.082,-0.24
20050829,-0.574,-0.771,-0.894,-1.048,-0.512,0.036,0.742
20050830,0.199,0.566,0.983,1.157,0.63,0.471,-0.43
20050831,0.138,-0.105,-0.02,-0.318,-0.481,0.523,-1.935
20050901,0.584,1.032,0.866,0.749,0.658,-0.541,-1.924
20050902,0.562,0.214,0.343,0.741,-0.21,-0.753,0.422
20050905,0.353,0.437,0.287,0.276,-0.117,0.137,0.322
20050906,0.556,0.591,0.007,-0.281,0.677,-0.694,0.702
20050907,-0.03,-0.373,-0.051,0.065,0.672,0.439,0.697
20050908,-0.647,-0.647,-0.61,-0.586,0.417,0.355,0.922
20050909,-0.311,0.72,0.463,1.254,-0.354,0.426,0.097
20050912,2.198,1.831,2.03,1.598,0.777,-0.745,-0.556
20050913,0.429,0.109,0.259,0.043,0.041,0.618,1.302
20050914,-0.378,-0.536,-0.127,-0.526,-0.804,0.308,-1.059
20050915,-0.233,0.891,-0.189,1.181,-0.497,-0.326,0.963
20050916,1.351,0.048,0.638,-0.217,0.131,0.271,1.025
20050920,-0.004,1.273,0.795,1.455,0.785,0.604,1.46
20050921,1.452,0.576,0.897,0.364,-1.519,0.573,-0.775
20050922,-0.462,-0.493,-0.14,-0.282,-0.992,-0.6,-1.807
20050926,0.823,1.674,1.056,1.757,0.423,0.341,0.407
20050927,1.059,-0.147,0.4,-0.619,0.207,0.429,2.618
20050928,-0.469,0.855,0.182,0.941,0.12,0.985,-0.256
20050929,1.552,0.955,1.005,1.341,0.161,-0.186,-0.609
20050930,1.189,0.448,0.728,-0.316,0.758,0,1.005
20051003,-0.817,-0.688,-0.626,-0.362,0.151,0.388,0.695
20051004,0.23,1.129,1.023,1.567,-0.315,0.545,1.262
20051005,1.202,0.325,0.462,-0.357,-0.9,0.14,-0.32
20051006,-1.517,-1.676,-2.748,-2.443,-1.192,-0.351,-0.573
20051007,-2.052,-1.655,-0.487,-0.991,-0.294,-0.608,1.075
20051011,0.008,1.671,0.155,2.457,0.051,0.564,-0.754
20051012,2.127,1.081,1.662,-0.688,-0.381,0.587,0.799
20051013,-1.32,-1.679,-1.472,-0.108,-0.354,-0.114,1.086
20051014,1.434,0.78,0.713,-0.214,-0.003,0.149,0.538
20051017,-0.703,-0.522,-0.152,-0.151,0.69,-0.376,0.313
20051018,-0.819,-0.511,-0.148,-0.359,0.589,0.725,0.356
20051019,-0.589,-1.023,-1.883,-1.682,-0.609,0.676,-0.535
20051020,-0.571,-0.305,0.781,0.463,1.245,-0.355,-0.179
20051021,-1.186,-0.161,-1.373,0.072,-1.286,0.043,-0.674
20051024,1.266,0.009,0.665,-0.713,-0.643,0.502,-1.065
20051025,-0.034,0.695,1.034,1.322,1.648,-0.424,1.313
20051026,0.479,0.52,0.502,0.858,-0.069,-0.399,2.135
20051027,1.117,0.706,0.765,0.165,-0.317,0.754,0.942
20051028,-0.715,-0.951,-0.861,-0.527,-1.118,-0.346,-0.722
20051031,0.859,1.728,1.371,1.929,1.675,0.225,0.285
20051101,1.9,1.903,1.843,1.903,0.358,0.577,-0.175
20051102,1.065,0.429,0.738,0.194,-0.319,0.257,0.219
20051104,1.258,1.227,1.232,1.296,0.632,0.111,0.893
20051107,0.309,-0.013,0.027,-0.102,0.553,1.217,1.229
20051108,-0.116,-0.184,0.001,-0.177,0.525,-0.517,-0.796
20051109,-0.559,0.457,-0.225,0.252,-0.44,-0.332,-1.545
20051110,0.492,-0.102,0.219,0.062,0.062,0.264,1.826
20051111,0.794,0.596,1.081,0.525,0.886,0.56,-1.76
20051114,0.341,0.089,-0.201,-0.276,0.431,-0.288,0.372
20051115,-1.052,-0.539,-0.441,-0.172,0.104,0.752,0.675
20051116,-0.243,0.202,-0.198,0.56,-0.1,0.093,-1.025
20051117,1.113,1.942,1.092,1.686,-0.109,0.218,-1.88
20051118,2.436,1.27,2.601,1.456,0.425,-0.353,-0.291
20051121,1.206,1.188,0.328,0.391,0.429,0.345,0.736
20051122,0.046,-0.304,0.407,0.19,0.5,-0.134,-0.781
20051124,0.614,0.7,0.487,0.233,0.472,-0.16,-0.72
20051125,-0.833,-0.558,-0.739,0.283,0.276,0.143,0.045
20051128,1.041,1.361,1.417,1.361,0.276,0.562,0.045
20051129,0.357,0.054,0.312,-0.396,-0.375,-0.688,-0.565
20051130,0.54,0.121,0.028,-0.373,-0.024,0.688,1.575
20051201,-0.445,0.778,0.054,1.722,-0.759,0.159,0.223
20051202,2.371,1.906,2.425,1.906,0.983,0.591,0.6
20051205,0.918,0.915,0.877,0.838,-0.322,0.025,0
20051206,0.68,0.06,0.284,-0.826,-0.391,0.232,1.276
20051207,0.011,-0.093,0.287,0.397,0.201,-0.041,-1.92
20051208,-0.321,-0.226,-1.856,-1.965,-0.424,0.199,0.688
20051209,-2.241,-0.491,-0.437,1.443,-0.517,-0.63,-1.135
20051212,2.75,2.037,2.813,2.149,0.218,0.357,1.488
20051213,1.308,0.11,0.754,0.255,-0.1,-0.832,0.396
20051214,0.403,0.652,-1.407,-2.012,0.518,0.234,-0.617
20051215,-2.832,-2.655,-1.255,-1.368,0.551,-2.242,-1.357
20051216,-1.008,-0.674,-1.047,-0.535,-0.017,-0.925,0
20051219,0.198,0.169,0.663,1.429,-0.056,-0.457,-0.562
20051220,0.891,1.651,1.109,1.61,-0.36,0.328,0.113
20051221,2.086,2.29,2.23,2.002,-0.286,0.9,0.494
20051222,1.659,-0.118,0.304,-0.102,0.26,0.145,0.669
20051226,0.323,0.733,1.677,1.038,0.513,-0.513,-1.411
20051227,0.039,-0.185,-0.397,-0.862,-0.514,-0.412,-1.009
20051228,-0.709,0.715,-0.323,1.4,-0.517,1.019,-1.019
20051229,2.032,1.538,2.086,0.919,0.171,0.4,0.825
20051230,1.012,-0.197,-0.836,-1.434,-0.106,-0.059,-0.458
20060104,-0.722,-0.315,0.861,1.54,-0.626,0.127,0.891
20060105,0.896,0.688,0.722,0.389,1.506,-1.693,-1.166
20060106,-0.201,0.031,-0.294,0.017,0.018,-0.078,0.23
20060110,0.479,0.046,-1.209,-1.867,0.707,-1.277,0.572
20060111,-1.973,-0.752,-0.741,1.473,0.476,-0.087,1.067
20060112,1.606,0.666,1.889,0.497,0.289,-0.158,0.63
20060113,0.168,0.105,0.445,0.059,-0.737,0.14,-1.083
20060116,-0.575,-0.624,-0.992,-1.142,-0.023,-0.07,-1.255
20060117,-1.279,-0.388,-2.596,-2.882,-0.29,0.576,-0.287
20060118,-2.676,-3.735,-4.838,-2.985,-0.291,0.434,-0.288
20060119,-2.115,0.096,2.214,2.288,-0.381,-0.2,0.185
20060120,2.884,0.851,1.298,0.003,0.238,0.252,0.895
20060123,-2.231,-1.975,-1.844,-2.164,-1.98,-0.139,-0.596
20060124,-0.172,0.77,1.024,1.859,0.2,-0.784,0.23
20060125,1.634,1.043,1.161,0.013,0.219,0.183,0.754
20060126,0.368,0.261,0.725,1.522,-0.023,0.99,1.961
20060127,1.859,3.522,1.979,3.522,0.927,0.569,0.977
20060130,3.279,1.77,2.813,0.549,0.9,0.736,-0.177
20060131,-0.072,-0.214,0.136,0.594,-0.067,0.315,0.309
20060201,-0.054,-0.281,-0.492,-1.025,-0.322,-0.315,-0.221
20060202,0.227,0.385,0.794,1.389,0.817,0.688,0.881
20060203,-0.219,-0.426,-0.263,-0.305,-0.935,0.364,0.044
20060206,0.84,0.671,0.062,0.528,-0.539,0.312,-0.704
20060207,0.191,-0.048,0.618,-0.16,0.043,0.168,0.353
20060208,-0.948,-0.517,-2.479,-2.718,-0.45,-0.827,0.57
20060209,-1,-0.857,0.483,1.021,1.008,0.355,0.393
20060210,0.49,-0.091,-1.606,-1.112,0.227,0.278,-0.919
20060213,-2.039,-2.039,-1.334,-2.366,0.327,-0.777,0.897
20060214,-2.165,-0.044,-1.177,1.916,-0.245,-0.161,-0.153
20060215,2.848,0.787,1.524,-1.57,1.241,-0.23,0.631
20060216,-2.494,-1.256,-0.572,0.693,0.277,0.365,-0.261
20060217,1.108,0.129,-0.883,-2.08,0.556,-0.229,-0.261
20060220,-2.889,-2.945,-2.014,-1.769,-0.048,0.467,-1.074
20060221,-0.114,1.477,1.189,2.917,-0.208,0.076,0.352
20060222,1.777,0.176,0.68,-0.714,-0.209,0.38,0.351
20060223,0.165,1.081,1.347,1.972,0.613,-0.135,-0.967
20060224,0.788,0.137,0.343,0.036,-0.612,-1.205,0.748
20060227,0.755,1.062,1.099,0.564,-0.067,-0.222,0.35
20060228,0.386,-0.372,-1.06,0.077,0.322,-0.549,0.371
20060301,-1.19,-1.093,-0.268,-1.498,-0.943,-0.388,-0.809
20060302,0.261,0.329,-0.195,-0.343,0.545,0.293,0.656
20060303,-1.463,-1.306,-1.402,-1.561,-0.254,-0.267,1.019
20060306,-1.059,0.024,-0.312,1.507,-0.036,0.586,1.073
20060307,1.243,-0.23,0.437,-1.108,-0.573,0.94,1.483
20060308,-1.312,-0.911,-0.8,-0.629,0.201,0.289,-0.548
20060309,-0.08,2.071,0.591,2.586,0.228,-0.051,0.085
20060310,2.288,1.332,2.129,0.49,-0.304,0.263,0
20060313,1.594,0.702,1.615,1.514,0.944,0.649,0.611
20060314,0.836,0.188,-0.023,-0.756,-0.003,-0.084,0.252
20060315,-0.358,-0.26,0.328,0.496,0.678,-1.117,-1.584
20060316,0.075,-0.069,-1.604,-1.375,0.523,-0.136,0.7
20060317,-1.119,-0.103,0.459,1.502,0.387,-0.444,-1.77
20060320,0.78,1.984,1.191,1.73,0.234,-0.834,0.601
20060322,1.698,-0.505,1.086,-0.781,-0.045,0.345,-0.3
20060323,0.163,0.469,-0.078,-0.037,0.38,0.583,0.918
20060324,-0.628,-0.292,-0.012,0.433,-0.417,0.818,0.678
20060327,0.595,0.592,0.831,0.537,0.086,-0.382,-1.317
20060328,-0.298,-0.125,-0.822,0.241,-0.265,-0.641,0.725
20060329,0.722,1.699,0.906,1.476,-0.853,1.048,1.789
20060330,2.023,0.876,2.148,0.629,0.547,-0.136,0.25
20060331,0.455,-0.181,0.125,0.084,-0.581,-0.374,1.138
20060403,0.227,1.696,0.644,1.591,-0.372,0.289,-0.165
20060404,0.976,0.133,0.936,-0.233,0.32,0.008,0.268
20060405,0.257,0.311,-0.459,-0.283,0.527,-0.111,0.041
20060406,0.147,0.142,0.925,1.413,0.318,-0.213,-0.432
20060407,0.765,0.422,0.414,0.422,-0.205,0.4,1.108
20060410,-0.251,-0.421,-0.194,-0.61,-0.864,0.441,1.719
20060411,0.032,-0.003,-0.518,-0.221,0.191,0.008,-0.583
20060412,-0.941,-0.942,-0.774,-1.478,-0.465,0.017,-0.627
20060413,-0.376,-0.127,-0.544,0.213,0.363,0.144,1.13
20060414,0.504,0.093,0.468,0.201,0.069,0.025,1.415
20060417,-0.495,-0.495,-0.871,-1.364,-0.287,0.143,-0.436
20060418,-1.532,0.199,-0.324,1.358,-0.288,-0.753,-0.438
20060419,2.526,1.101,2.361,0.678,1.745,-0.639,-0.44
20060420,-0.08,-0.268,-0.382,-0.188,0.089,0.154,0.819
20060421,-0.343,0.385,-0.148,0.498,0.567,0.17,0.377
20060424,-0.502,-1.348,-2.146,-2.853,0.04,-0.718,-0.616
20060425,-1.851,-1.433,-0.622,0.33,-0.098,-1.713,-0.62
20060426,0.377,0.632,0.931,0.503,-0.469,0.183,1.75
20060427,0.737,0.397,0.882,0.343,0.629,-0.087,0.746
20060428,-0.466,-0.774,-2.034,-1.225,0.246,-0.533,-0.746
20060501,-0.645,-0.461,0.703,0.115,-0.135,-0.237,-0.316
20060502,-0.057,1.307,0.187,1.338,-0.21,-0.431,1.686
20060508,2.418,1.08,2.04,0.801,0.643,-0.026,-0.565
20060509,-0.465,-0.466,-0.405,-0.584,1.462,-1.458,0.059
20060510,-0.537,-0.24,-1.735,-1.4,0.476,-0.593,0.254
20060511,-1.61,-0.967,-0.252,-0.531,0.025,-0.451,0
20060512,-1.38,-2.555,-2.516,-1.556,-1.226,0.145,0.622
20060515,-1.574,-1.02,-0.643,-0.694,-1.047,-0.598,0.733
20060516,0.687,0.662,-1.236,-2.013,0.419,0.444,-0.753
20060517,-1.525,-1.684,-0.517,0.919,-0.078,-0.754,-1.13
20060518,-1.05,-1.11,-0.747,-1.361,-1.894,1.169,0.897
20060519,-0.299,0.168,0.071,0.423,-0.692,-0.226,-1.684
20060522,1.321,0.63,-0.557,-1.859,0.142,0.863,0.059
20060523,-3.331,-3.073,-1.619,-1.645,-0.168,-0.152,-0.435
20060524,-0.289,0.827,-0.478,1.955,-0.243,0.331,-0.517
20060525,0.843,-0.365,0.874,-1.351,0.171,0.916,0.477
20060526,0.117,0.764,1.11,1.75,0.84,-0.997,0.672
20060529,1.776,0.878,0.415,-0.345,0.601,0.766,-0.474
20060530,-1.191,-1.084,-0.443,-0.354,-0.82,-0.187,0.257
20060531,-1.646,-1.754,-2.382,-2.504,-0.827,-0.294,0.256
20060601,-0.369,-0.037,-0.162,0.235,0.664,0.418,0.843
20060602,-0.019,0.854,-0.981,1.825,0.82,0.027,-0.333
20060605,0.76,-0.028,2.304,-0.769,-0.11,-0.793,-2.139
20060606,-1.399,-1.772,-1.82,-1.826,-1.786,0.464,0.599
20060607,-1.402,-0.481,-1.615,-1.895,-0.422,0.905,-0.439
20060608,-1.949,-2.914,-4.043,-3.115,-0.65,0.22,0.399
20060609,-3.114,-1.104,-0.745,0.802,0.072,0.571,-0.519
20060612,1.061,0.132,1.322,0.556,-0.43,-0.167,-0.381
20060613,-0.238,-1.266,-2.516,-4.23,-0.916,0.385,0.08
20060614,-3.94,-1.37,-1.225,0.638,-0.804,0.801,-0.281
20060615,2.585,0.93,2.615,1.12,1.029,-0.278,2.012
20060616,1.552,2.589,1.799,2.784,1.816,-0.183,0.59
20060619,0.926,-0.388,0.63,-0.128,-0.006,0.33,0.684
20060620,-0.032,-0.49,-1.022,-1.436,-0.66,0.295,0.078
20060621,-0.666,-0.895,-0.955,-0.028,0.299,-0.538,0.35
20060622,0.673,2.848,2.248,3.301,0.949,-0.044,0.039
20060623,1.272,-0.079,0.36,-0.077,-0.546,1.117,1.022
20060626,0.522,0.595,0.819,0.187,-0.273,0.327,0.23
20060627,0.565,-0.062,0.714,0.128,0.51,-0.241,0.325
20060628,-1.111,-1.386,-1.807,-1.901,-1.097,-0.009,-0.632
20060629,-0.109,0.926,1.013,1.567,0.446,0.103,0.822
20060630,2.318,2.503,2.358,2.508,1.96,-1.106,-0.976
20060703,1.555,0.617,1.168,0.428,-0.363,-0.558,-1.063
20060704,0.664,0.595,0.671,0.429,0.695,0.218,0.194
20060705,-1.109,-0.804,-0.887,-0.735,-0.34,0.105,0.696
20060706,-0.316,-0.797,-1.312,-1.313,-0.341,0.764,0.691
20060707,-0.174,-0.154,-0.013,-0.09,0.657,-0.485,-0.807
20060710,-1.821,0.764,-1.294,1.589,-1.207,-0.934,-0.988
20060711,2.189,-0.369,1.669,-0.509,0.116,0.184,-0.078
20060712,-0.517,-0.223,-1.078,-1.461,0.281,-0.018,-0.469
20060713,-1.819,-0.606,-0.765,-0.998,-1.098,1.071,0
20060714,-1.423,-2.456,-1.592,-1.688,-1.527,-0.095,-0.767
20060718,-1.349,-1.683,-2.589,-2.787,-0.991,0.639,0.039
20060719,-1.44,-0.828,0.133,0.436,0.556,1.011,1.313
20060720,1.436,2.275,1.708,3.033,1.946,-0.367,-1.59
20060721,0.756,-0.632,0.534,-0.844,-0.76,0.145,-0.536
20060724,-0.844,-0.107,-1.524,-0.181,-0.548,-0.755,0.417
20060725,1.82,1.513,2.628,1.414,1.667,0.447,0
20060726,0.632,0.197,-0.44,-0.811,0.475,0.436,0.395
20060727,-1.216,0.74,-0.291,1.967,-0.011,-0.762,-0.613
20060728,2.219,0.86,2.074,1.069,-0.019,-0.448,0.04
20060731,1.597,1.195,1.849,0.74,1.069,-0.972,-0.917
20060801,-0.485,-0.092,-0.438,-0.103,-0.304,0.035,-0.12
20060802,-0.299,-0.361,-0.508,0.151,-0.537,-0.113,-0.14
20060803,1.203,0.74,1.001,0.039,0.665,0.096,-0.281
20060804,-0.159,-0.161,-0.041,0.186,0.38,0.287,-0.081
20060807,-0.052,-0.255,-1.839,-2.252,-0.02,-0.488,-1.298
20060808,-1.693,-0.254,0.231,2.029,-0.187,0.61,0.489
20060809,1.192,1.172,0.337,1.233,-0.409,0.122,0
20060810,1.084,0.201,1.923,-0.164,-0.876,0.026,0.365
20060811,0.238,-0.06,0.125,-0.422,0.434,-0.061,-0.04
20060814,-0.457,1.114,-0.038,1.859,-0.327,0.924,0.726
20060815,1.789,0.354,1.646,-0.258,0.089,0.326,0.521
20060816,0.874,1.073,0.977,1.6,1.186,-0.541,-1.329
20060817,1.071,0.74,0.284,-0.315,0.859,-0.198,-1.429
20060818,-0.559,-0.215,0.085,0.53,0.069,0.078,0.082
20060821,0.323,-0.151,-0.535,-0.854,0.409,-0.095,-0.453
20060822,-0.682,0.613,0.366,1.32,-0.321,0.069,-0.621
20060823,1.038,-0.112,0.767,-0.112,-0.046,0.551,-0.125
20060824,-0.454,-0.851,-1.296,-1.26,-0.371,-0.146,0.042
20060825,-0.829,0.42,-0.226,-0.138,0.058,0.137,-0.125
20060828,-0.017,-0.943,-0.82,-1.111,-0.181,0.676,-0.501
20060829,-0.447,-0.367,0.423,0.809,0.6,-0.051,0.209
20060830,0.302,0.103,-0.27,-0.117,0.158,-0.487,-0.167
20060831,-0.285,1.52,0.715,1.679,0.114,0.291,-0.629
20060901,1.178,-0.302,0.923,-0.04,-0.015,0.29,-0.485
20060904,1.282,1.575,1.551,1.378,0.727,-0.222,-0.169
20060905,0.473,-0.067,0.003,0.17,0.022,-0.927,0.644
20060906,-0.043,-0.019,-0.218,-0.624,0.022,0.06,0.639
20060907,-1.282,-1.59,-1.871,-1.682,-0.552,0.541,0.292
20060908,-1.46,0.088,-0.707,0.424,-0.658,-0.24,-0.125
20060911,0.908,-0.64,-0.378,-1.795,0.534,0.428,-0.334
20060912,-1.313,-1.069,-0.615,-0.476,0.042,0.58,0.584
20060913,0.288,0.521,0.352,0.195,0.884,0.229,-0.626
20060914,-0.364,0.184,0.452,1.214,0.393,-0.263,-0.21
20060915,0.256,-0.55,-0.241,-0.474,-0.138,-0.034,0.586
20060919,0.479,1.182,0.652,0.046,0.289,0.051,0.063
20060920,-1.202,-2.087,-1.555,-0.985,-0.172,0.119,-1.196
20060921,0.394,0.604,0.336,0.732,0.624,-0.298,-0.084
20060922,-0.718,-0.785,-0.606,-1.268,-0.691,-0.881,-1.984
20060925,-1,-0.281,-0.427,-0.006,-0.218,0.189,-1.105
20060926,0.282,-0.154,0.026,-0.49,0.587,-0.026,-1.029
20060927,0.63,1.777,1.048,2.479,0.805,0.454,0.942
20060928,1.752,0.532,1.455,0.482,0.17,0.333,0.37
20060929,0.79,0.588,0.602,0.639,0.25,0.238,0.304
20061002,0.446,1.243,0.936,0.783,-0.337,0.365,0.324
20061003,0.183,-0.422,-0.056,-0.075,-0.075,-0.398,-0.454
20061004,0.556,0.629,-0.749,-0.987,0.487,0.187,0.087
20061005,0.018,0.72,1.599,2.255,1.046,-0.11,-1.155
20061006,0.934,-0.142,0.453,-0.081,0.136,-0.093,1.025
20061010,-0.728,0.981,-0.215,0.25,-0.139,1.124,1.848
20061011,1.047,-0.146,0.454,-0.466,0.143,0.561,1.312
20061012,-0.675,-0.607,-0.344,-0.194,-0.127,0.05,0.503
20061013,0.658,0.549,0.915,1.019,0.803,-0.368,-0.126
20061016,1.018,0.877,0.934,0.94,0.107,0.259,0.543
20061017,0.25,-0.165,-0.525,-0.487,0.168,-0.478,-0.417
20061018,-1.113,-0.232,-0.572,0.249,-0.256,-0.362,-0.167
20061019,0.924,0.136,0.239,-0.612,0.356,0.244,-0.336
20061020,-0.705,-0.152,0.279,0.604,0.159,-0.624,0.67
20061023,0.513,0.802,0.279,0.821,-0.078,0.464,0.042
20061024,1.268,0.616,0.968,-0.05,0.95,0.512,0.873
20061025,-0.095,-0.311,-0.376,-0.485,0.09,0.05,-0.124
20061026,-0.258,0.084,0.45,0.67,0.056,-0.235,-1.23
20061027,0.504,0.095,-0.768,-0.851,0.239,-0.581,-1.012
20061030,-2.004,-1.972,-1.905,-1.921,-0.605,-0.695,-0.936
20061031,-0.942,-0.44,-0.096,0.29,-0.031,-0.153,-0.043
20061101,-0.31,-0.198,-0.418,-0.147,-0.048,-0.401,-1.53
20061102,-0.348,-0.576,-0.229,-0.154,-0.412,0.111,-0.741
20061106,-0.019,0.296,-0.031,0.09,-0.104,0.026,0.654
20061107,1.409,0.693,1.072,0.175,0.721,0.986,2.087
20061108,-0.643,-0.538,-1.101,-1.09,0.422,-0.466,-0.641
20061109,-1.135,-0.841,-0.65,-0.106,0.162,0.102,-0.559
20061110,-0.525,-0.034,0.064,-0.533,-0.603,0.085,-0.345
20061113,-0.731,-1.318,-1.192,-0.56,0.042,-0.28,-0.694
20061114,1.009,1.548,1.634,1.653,0.193,0.483,0.434
20061115,1.045,0.339,0.416,-0.283,0.707,-0.475,-0.98
20061116,-0.345,-0.039,-0.616,-0.491,0.275,0.306,1.197
20061117,-0.678,-0.79,-0.475,-0.447,0.441,0.152,1.097
20061120,-1.106,-1.252,-2.147,-2.299,0.298,-0.416,-1.531
20061121,-1.498,-1.372,-0.189,0.052,-0.211,0.331,-0.087
20061122,-0.546,0.608,-0.132,1.138,0.041,-0.17,-0.458
20061124,0.659,-0.784,-0.232,-1.135,0.043,-1.015,-0.35
20061127,-1.075,0.771,-0.151,0.954,-0.38,-0.679,-0.044
20061128,0.614,-0.358,0.244,-0.19,-1.299,0.181,-0.616
20061129,1.497,1.695,1.844,1.384,0.122,-0.009,-0.598
20061130,1.46,0.913,1.295,1.225,0.741,0.275,0.421
20061201,0.798,0.625,0.55,0.291,-0.039,-0.534,-1.38
20061204,-0.301,-0.087,-0.346,-0.112,-0.228,-0.294,-0.517
20061205,0.653,0.233,0.329,-0.232,0.733,-0.069,-0.226
20061206,-0.372,0.007,0.093,0.647,0.388,-0.46,0.383
20061207,0.928,0.907,0.991,0.622,-0.181,0.313,0.963
20061208,-0.195,-0.349,-0.174,-0.338,-0.251,0.017,-0.045
20061211,0.349,0.701,0.503,0.669,0.237,1.045,1.35
20061212,0.812,0.443,0.686,0.662,0.17,0.488,-0.573
20061213,-0.075,0.062,0.036,0.331,-0.105,-0.163,-0.643
20061214,0.631,0.813,0.748,0.813,0.016,0.623,2.071
20061215,1.27,0.774,0.858,0.504,0.803,0.263,0.305
20061218,0.205,0.2,0.427,0.282,0.231,0.254,-0.043
20061219,-0.466,-0.23,-1.047,-1.098,-0.034,-0.017,-0.305
20061220,-0.322,0.564,0.449,1.386,0.241,0,0.174
20061221,1.248,0.342,1.067,0.216,-0.06,0.245,0.174
20061222,-0.173,-0.025,-0.102,0.335,-0.343,-0.042,-1.181
20061225,0.547,0.102,0.375,-0.071,-0.63,0.346,1.766
20061226,-0.202,0.369,-0.001,0.445,0.261,0.008,-0.26
20061227,0.798,0.435,0.879,0.462,0.26,0.294,-0.26
20061228,0.481,0.238,-0.252,-0.138,0.826,-0.294,1.08
20061229,-0.357,-0.119,0.361,0.006,-0.072,0.109,0.685
20070104,0.544,0.567,0.521,0.739,-0.307,0.092,0.298
20070105,-0.04,-0.302,-1.775,-1.522,0.141,0.008,-1.977
20070109,-1.728,-0.382,-0.16,0.852,-0.665,-0.353,0.821
20070110,1.014,-0.358,-0.806,-1.728,0.15,0.681,0.344
